Attack Rate (per 1000),CFR (%),COD Gov Arabic,COD Gov English,COD Gov Pcode,Cases,Date,Deaths,Governorate
17.375,0.11,لحج,Lahj,25.0,17529,2017-09-15,20,Lahj
15.705,0.57,إب,Ibb,11.0,46442,2017-09-15,266,Ibb
13.460999999999999,0.44,تعز,Taizz,15.0,40361,2017-09-15,179,Taizz
4.248,0.13,صعدة,Sa'ada,22.0,3872,2017-09-15,5,Sa'ada
1.8630000000000002,0.25,شبوة,Shabwah,21.0,1185,2017-09-15,3,Shabwah
58.726000000000006,0.24,عمران,Amran,29.0,68155,2017-09-14,161,Amran
54.50899999999999,0.35,المحويت,Al Mahwit,27.0,39803,2017-09-14,140,Al Mahwit
52.397,0.21,الضالع,Al Dhale'e,30.0,38328,2017-09-14,79,Al Dhale'e
42.181999999999995,0.15,أبين,Abyan,12.0,24079,2017-09-14,35,Abyan
32.373000000000005,0.52,حجة,Hajjah,17.0,75421,2017-09-14,393,Hajjah
29.576,0.25,ذمار,Dhamar,20.0,59514,2017-09-14,148,Dhamar
27.276999999999997,0.13,البيضاء,Al Bayda,14.0,20714,2017-09-14,27,Al Bayda
25.23,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,71346,2017-09-14,66,Amanat Al Asimah
23.522,0.35,صنعاء,Sana'a,23.0,34585,2017-09-14,122,Sana'a
18.397000000000002,0.35,عدن,Aden,24.0,16980,2017-09-14,60,Aden
18.387,0.97,ريمة,Raymah,31.0,11157,2017-09-14,108,Raymah
17.373,0.11,لحج,Lahj,25.0,17527,2017-09-14,20,Lahj
15.633,0.57,إب,Ibb,11.0,46229,2017-09-14,265,Ibb
13.368,0.45,تعز,Taizz,15.0,40082,2017-09-14,179,Taizz
4.148,0.13,صعدة,Sa'ada,22.0,3781,2017-09-14,5,Sa'ada
1.83,0.26,شبوة,Shabwah,21.0,1164,2017-09-14,3,Shabwah
58.723,0.24,عمران,Amran,29.0,68151,2017-09-13,161,Amran
54.254,0.35,المحويت,Al Mahwit,27.0,39617,2017-09-13,140,Al Mahwit
51.998000000000005,0.21,الضالع,Al Dhale'e,30.0,38036,2017-09-13,79,Al Dhale'e
41.492,0.15,أبين,Abyan,12.0,23685,2017-09-13,35,Abyan
31.913,0.53,حجة,Hajjah,17.0,74349,2017-09-13,393,Hajjah
28.989,0.25,ذمار,Dhamar,20.0,58334,2017-09-13,146,Dhamar
27.057,0.13,البيضاء,Al Bayda,14.0,20547,2017-09-13,27,Al Bayda
25.136,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,71081,2017-09-13,66,Amanat Al Asimah
23.311999999999998,0.36,صنعاء,Sana'a,23.0,34276,2017-09-13,122,Sana'a
18.328,0.35,عدن,Aden,24.0,16917,2017-09-13,60,Aden
18.265,0.97,ريمة,Raymah,31.0,11083,2017-09-13,107,Raymah
16.965999999999998,0.12,لحج,Lahj,25.0,17116,2017-09-13,20,Lahj
15.564,0.57,إب,Ibb,11.0,46025,2017-09-13,264,Ibb
13.265,0.44,تعز,Taizz,15.0,39771,2017-09-13,176,Taizz
4.0360000000000005,0.14,صعدة,Sa'ada,22.0,3679,2017-09-13,5,Sa'ada
1.83,0.26,شبوة,Shabwah,21.0,1164,2017-09-13,3,Shabwah
58.239,0.24,عمران,Amran,29.0,67590,2017-09-12,161,Amran
53.82,0.35,المحويت,Al Mahwit,27.0,39300,2017-09-12,138,Al Mahwit
51.998000000000005,0.21,الضالع,Al Dhale'e,30.0,38036,2017-09-12,79,Al Dhale'e
41.485,0.15,أبين,Abyan,12.0,23681,2017-09-12,35,Abyan
31.643,0.53,حجة,Hajjah,17.0,73720,2017-09-12,392,Hajjah
28.98,0.25,ذمار,Dhamar,20.0,58315,2017-09-12,146,Dhamar
26.761999999999997,0.13,البيضاء,Al Bayda,14.0,20323,2017-09-12,27,Al Bayda
24.991,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,70669,2017-09-12,66,Amanat Al Asimah
23.108,0.36,صنعاء,Sana'a,23.0,33977,2017-09-12,122,Sana'a
18.225,0.36,عدن,Aden,24.0,16822,2017-09-12,60,Aden
18.186,0.97,ريمة,Raymah,31.0,11035,2017-09-12,107,Raymah
16.729,0.12,لحج,Lahj,25.0,16877,2017-09-12,20,Lahj
15.435,0.58,إب,Ibb,11.0,45643,2017-09-12,264,Ibb
13.204,0.44,تعز,Taizz,15.0,39589,2017-09-12,176,Taizz
3.9389999999999996,0.14,صعدة,Sa'ada,22.0,3590,2017-09-12,5,Sa'ada
1.808,0.26,شبوة,Shabwah,21.0,1150,2017-09-12,3,Shabwah
57.816,0.24,عمران,Amran,29.0,67099,2017-09-11,161,Amran
53.181000000000004,0.36,المحويت,Al Mahwit,27.0,38833,2017-09-11,138,Al Mahwit
51.262,0.21,الضالع,Al Dhale'e,30.0,37498,2017-09-11,79,Al Dhale'e
41.107,0.15,أبين,Abyan,12.0,23465,2017-09-11,35,Abyan
31.366999999999997,0.54,حجة,Hajjah,17.0,73077,2017-09-11,391,Hajjah
28.711,0.25,ذمار,Dhamar,20.0,57774,2017-09-11,146,Dhamar
26.523000000000003,0.13,البيضاء,Al Bayda,14.0,20141,2017-09-11,27,Al Bayda
24.878,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,70350,2017-09-11,66,Amanat Al Asimah
22.901999999999997,0.36,صنعاء,Sana'a,23.0,33674,2017-09-11,122,Sana'a
18.139,0.36,عدن,Aden,24.0,16742,2017-09-11,60,Aden
18.058,0.97,ريمة,Raymah,31.0,10957,2017-09-11,106,Raymah
16.491,0.12,لحج,Lahj,25.0,16637,2017-09-11,20,Lahj
15.324000000000002,0.58,إب,Ibb,11.0,45314,2017-09-11,262,Ibb
13.144,0.44,تعز,Taizz,15.0,39411,2017-09-11,175,Taizz
3.81,0.14,صعدة,Sa'ada,22.0,3473,2017-09-11,5,Sa'ada
1.7469999999999999,0.27,شبوة,Shabwah,21.0,1111,2017-09-11,3,Shabwah
57.31,0.24,عمران,Amran,29.0,66512,2017-09-10,161,Amran
53.001000000000005,0.36,المحويت,Al Mahwit,27.0,38702,2017-09-10,138,Al Mahwit
50.863,0.21,الضالع,Al Dhale'e,30.0,37206,2017-09-10,79,Al Dhale'e
40.681,0.15,أبين,Abyan,12.0,23222,2017-09-10,35,Abyan
30.916999999999998,0.54,حجة,Hajjah,17.0,72029,2017-09-10,390,Hajjah
28.41,0.26,ذمار,Dhamar,20.0,57168,2017-09-10,146,Dhamar
26.246,0.14,البيضاء,Al Bayda,14.0,19931,2017-09-10,27,Al Bayda
24.758000000000003,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,70012,2017-09-10,66,Amanat Al Asimah
22.709,0.37,صنعاء,Sana'a,23.0,33390,2017-09-10,122,Sana'a
17.991,0.36,عدن,Aden,24.0,16606,2017-09-10,60,Aden
17.972,0.97,ريمة,Raymah,31.0,10905,2017-09-10,106,Raymah
16.28,0.12,لحج,Lahj,25.0,16424,2017-09-10,20,Lahj
15.177,0.58,إب,Ibb,11.0,44881,2017-09-10,262,Ibb
12.999,0.45,تعز,Taizz,15.0,38975,2017-09-10,175,Taizz
3.675,0.15,صعدة,Sa'ada,22.0,3350,2017-09-10,5,Sa'ada
1.704,0.28,شبوة,Shabwah,21.0,1084,2017-09-10,3,Shabwah
56.885,0.24,عمران,Amran,29.0,66018,2017-09-09,161,Amran
52.585,0.36,المحويت,Al Mahwit,27.0,38398,2017-09-09,138,Al Mahwit
50.856,0.21,الضالع,Al Dhale'e,30.0,37201,2017-09-09,79,Al Dhale'e
40.681,0.15,أبين,Abyan,12.0,23222,2017-09-09,35,Abyan
30.504,0.55,حجة,Hajjah,17.0,71067,2017-09-09,389,Hajjah
28.136,0.26,ذمار,Dhamar,20.0,56617,2017-09-09,146,Dhamar
26.03,0.14,البيضاء,Al Bayda,14.0,19767,2017-09-09,27,Al Bayda
24.613000000000003,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,69601,2017-09-09,66,Amanat Al Asimah
22.531,0.37,صنعاء,Sana'a,23.0,33128,2017-09-09,122,Sana'a
17.9,0.36,عدن,Aden,24.0,16522,2017-09-09,60,Aden
17.88,0.98,ريمة,Raymah,31.0,10849,2017-09-09,106,Raymah
16.118,0.12,لحج,Lahj,25.0,16261,2017-09-09,20,Lahj
14.991,0.59,إب,Ibb,11.0,44331,2017-09-09,262,Ibb
12.921,0.45,تعز,Taizz,15.0,38742,2017-09-09,175,Taizz
3.628,0.15,صعدة,Sa'ada,22.0,3307,2017-09-09,5,Sa'ada
1.6119999999999999,0.29,شبوة,Shabwah,21.0,1025,2017-09-09,3,Shabwah
56.446999999999996,0.25,عمران,Amran,29.0,65510,2017-09-08,161,Amran
52.226000000000006,0.36,المحويت,Al Mahwit,27.0,38136,2017-09-08,138,Al Mahwit
50.09,0.22,الضالع,Al Dhale'e,30.0,36641,2017-09-08,79,Al Dhale'e
40.345,0.15,أبين,Abyan,12.0,23030,2017-09-08,35,Abyan
30.43,0.55,حجة,Hajjah,17.0,70893,2017-09-08,389,Hajjah
27.87,0.26,ذمار,Dhamar,20.0,56081,2017-09-08,146,Dhamar
25.776,0.14,البيضاء,Al Bayda,14.0,19574,2017-09-08,27,Al Bayda
24.458000000000002,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,69162,2017-09-08,65,Amanat Al Asimah
22.206999999999997,0.37,صنعاء,Sana'a,23.0,32652,2017-09-08,122,Sana'a
17.9,0.36,عدن,Aden,24.0,16522,2017-09-08,60,Aden
17.779,0.98,ريمة,Raymah,31.0,10788,2017-09-08,106,Raymah
15.949000000000002,0.12,لحج,Lahj,25.0,16090,2017-09-08,20,Lahj
14.923,0.59,إب,Ibb,11.0,44128,2017-09-08,262,Ibb
12.92,0.45,تعز,Taizz,15.0,38737,2017-09-08,175,Taizz
3.553,0.15,صعدة,Sa'ada,22.0,3238,2017-09-08,5,Sa'ada
1.6119999999999999,0.29,شبوة,Shabwah,21.0,1025,2017-09-08,3,Shabwah
55.838,0.25,عمران,Amran,29.0,64803,2017-09-07,161,Amran
51.84,0.36,المحويت,Al Mahwit,27.0,37854,2017-09-07,138,Al Mahwit
49.633,0.22,الضالع,Al Dhale'e,30.0,36306,2017-09-07,79,Al Dhale'e
39.723,0.15,أبين,Abyan,12.0,22675,2017-09-07,35,Abyan
29.801,0.56,حجة,Hajjah,17.0,69428,2017-09-07,389,Hajjah
27.58,0.26,ذمار,Dhamar,20.0,55498,2017-09-07,146,Dhamar
25.506,0.14,البيضاء,Al Bayda,14.0,19369,2017-09-07,27,Al Bayda
24.355,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,68872,2017-09-07,65,Amanat Al Asimah
21.956,0.38,صنعاء,Sana'a,23.0,32283,2017-09-07,122,Sana'a
17.805999999999997,0.37,عدن,Aden,24.0,16435,2017-09-07,60,Aden
17.677,0.99,ريمة,Raymah,31.0,10726,2017-09-07,106,Raymah
15.731,0.13,لحج,Lahj,25.0,15870,2017-09-07,20,Lahj
14.812000000000001,0.6,إب,Ibb,11.0,43801,2017-09-07,262,Ibb
12.882,0.45,تعز,Taizz,15.0,38623,2017-09-07,175,Taizz
3.484,0.16,صعدة,Sa'ada,22.0,3176,2017-09-07,5,Sa'ada
1.6119999999999999,0.29,شبوة,Shabwah,21.0,1025,2017-09-07,3,Shabwah
55.278999999999996,0.25,عمران,Amran,29.0,64154,2017-09-06,160,Amran
51.515,0.36,المحويت,Al Mahwit,27.0,37617,2017-09-06,137,Al Mahwit
49.157,0.22,الضالع,Al Dhale'e,30.0,35958,2017-09-06,79,Al Dhale'e
39.719,0.15,أبين,Abyan,12.0,22673,2017-09-06,35,Abyan
29.374000000000002,0.57,حجة,Hajjah,17.0,68433,2017-09-06,387,Hajjah
27.241999999999997,0.26,ذمار,Dhamar,20.0,54819,2017-09-06,145,Dhamar
25.221999999999998,0.14,البيضاء,Al Bayda,14.0,19153,2017-09-06,27,Al Bayda
24.17,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,68349,2017-09-06,64,Amanat Al Asimah
21.872,0.38,صنعاء,Sana'a,23.0,32160,2017-09-06,122,Sana'a
17.704,0.37,عدن,Aden,24.0,16341,2017-09-06,60,Aden
17.616,0.99,ريمة,Raymah,31.0,10689,2017-09-06,106,Raymah
15.728,0.13,لحج,Lahj,25.0,15867,2017-09-06,20,Lahj
14.81,0.6,إب,Ibb,11.0,43794,2017-09-06,262,Ibb
12.790999999999999,0.46,تعز,Taizz,15.0,38351,2017-09-06,175,Taizz
3.407,0.16,صعدة,Sa'ada,22.0,3105,2017-09-06,5,Sa'ada
1.5130000000000001,0.31,شبوة,Shabwah,21.0,962,2017-09-06,3,Shabwah
54.504,0.25,عمران,Amran,29.0,63255,2017-09-05,160,Amran
51.095,0.37,المحويت,Al Mahwit,27.0,37310,2017-09-05,137,Al Mahwit
48.67,0.22,الضالع,Al Dhale'e,30.0,35602,2017-09-05,79,Al Dhale'e
39.376,0.16,أبين,Abyan,12.0,22477,2017-09-05,35,Abyan
29.089000000000002,0.57,حجة,Hajjah,17.0,67770,2017-09-05,386,Hajjah
26.913,0.27,ذمار,Dhamar,20.0,54157,2017-09-05,145,Dhamar
24.892,0.14,البيضاء,Al Bayda,14.0,18903,2017-09-05,27,Al Bayda
24.061,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,68040,2017-09-05,64,Amanat Al Asimah
21.599,0.38,صنعاء,Sana'a,23.0,31758,2017-09-05,122,Sana'a
17.64,0.37,عدن,Aden,24.0,16282,2017-09-05,60,Aden
17.504,1.0,ريمة,Raymah,31.0,10621,2017-09-05,106,Raymah
15.515,0.13,لحج,Lahj,25.0,15653,2017-09-05,20,Lahj
14.710999999999999,0.6,إب,Ibb,11.0,43501,2017-09-05,262,Ibb
12.696,0.46,تعز,Taizz,15.0,38067,2017-09-05,175,Taizz
3.33,0.16,صعدة,Sa'ada,22.0,3035,2017-09-05,5,Sa'ada
1.286,0.37,شبوة,Shabwah,21.0,818,2017-09-05,3,Shabwah
54.027,0.25,عمران,Amran,29.0,62702,2017-09-04,159,Amran
50.605,0.37,المحويت,Al Mahwit,27.0,36952,2017-09-04,136,Al Mahwit
48.27,0.22,الضالع,Al Dhale'e,30.0,35309,2017-09-04,79,Al Dhale'e
39.025,0.16,أبين,Abyan,12.0,22277,2017-09-04,35,Abyan
28.86,0.57,حجة,Hajjah,17.0,67237,2017-09-04,384,Hajjah
26.593000000000004,0.27,ذمار,Dhamar,20.0,53512,2017-09-04,145,Dhamar
24.656999999999996,0.14,البيضاء,Al Bayda,14.0,18724,2017-09-04,27,Al Bayda
23.953000000000003,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,67734,2017-09-04,64,Amanat Al Asimah
21.523000000000003,0.39,صنعاء,Sana'a,23.0,31646,2017-09-04,122,Sana'a
17.552,0.37,عدن,Aden,24.0,16200,2017-09-04,60,Aden
17.342,1.01,ريمة,Raymah,31.0,10523,2017-09-04,106,Raymah
15.31,0.13,لحج,Lahj,25.0,15446,2017-09-04,20,Lahj
14.612,0.61,إب,Ibb,11.0,43210,2017-09-04,262,Ibb
12.568,0.46,تعز,Taizz,15.0,37683,2017-09-04,175,Taizz
3.2539999999999996,0.17,صعدة,Sa'ada,22.0,2966,2017-09-04,5,Sa'ada
1.168,0.13,شبوة,Shabwah,21.0,743,2017-09-04,1,Shabwah
53.606,0.26,عمران,Amran,29.0,62213,2017-09-03,159,Amran
49.964,0.37,المحويت,Al Mahwit,27.0,36484,2017-09-03,136,Al Mahwit
47.865,0.23,الضالع,Al Dhale'e,30.0,35013,2017-09-03,79,Al Dhale'e
38.631,0.16,أبين,Abyan,12.0,22052,2017-09-03,35,Abyan
28.467,0.58,حجة,Hajjah,17.0,66320,2017-09-03,384,Hajjah
26.302,0.27,ذمار,Dhamar,20.0,52927,2017-09-03,145,Dhamar
24.345,0.15,البيضاء,Al Bayda,14.0,18487,2017-09-03,27,Al Bayda
23.772,0.1,أمانة العاصمة,Amanat Al Asimah,13.0,67222,2017-09-03,64,Amanat Al Asimah
21.4,0.39,صنعاء,Sana'a,23.0,31466,2017-09-03,122,Sana'a
17.464000000000002,0.37,عدن,Aden,24.0,16119,2017-09-03,60,Aden
17.267,1.01,ريمة,Raymah,31.0,10477,2017-09-03,106,Raymah
15.104000000000001,0.13,لحج,Lahj,25.0,15238,2017-09-03,20,Lahj
14.489,0.61,إب,Ibb,11.0,42845,2017-09-03,262,Ibb
12.517000000000001,0.47,تعز,Taizz,15.0,37529,2017-09-03,175,Taizz
3.2039999999999997,0.17,صعدة,Sa'ada,22.0,2920,2017-09-03,5,Sa'ada
1.168,0.13,شبوة,Shabwah,21.0,743,2017-09-03,1,Shabwah
53.195,0.26,عمران,Amran,29.0,61736,2017-09-02,159,Amran
49.545,0.38,المحويت,Al Mahwit,27.0,36178,2017-09-02,136,Al Mahwit
47.545,0.23,الضالع,Al Dhale'e,30.0,34779,2017-09-02,79,Al Dhale'e
38.214,0.16,أبين,Abyan,12.0,21814,2017-09-02,35,Abyan
28.305,0.58,حجة,Hajjah,17.0,65943,2017-09-02,384,Hajjah
26.028000000000002,0.28,ذمار,Dhamar,20.0,52376,2017-09-02,145,Dhamar
24.129,0.15,البيضاء,Al Bayda,14.0,18323,2017-09-02,27,Al Bayda
23.668000000000003,0.1,أمانة العاصمة,Amanat Al Asimah,13.0,66928,2017-09-02,64,Amanat Al Asimah
21.31,0.39,صنعاء,Sana'a,23.0,31333,2017-09-02,122,Sana'a
17.358,0.37,عدن,Aden,24.0,16021,2017-09-02,59,Aden
17.174,1.02,ريمة,Raymah,31.0,10421,2017-09-02,106,Raymah
14.89,0.13,لحج,Lahj,25.0,15022,2017-09-02,20,Lahj
14.368,0.61,إب,Ibb,11.0,42487,2017-09-02,259,Ibb
12.472000000000001,0.47,تعز,Taizz,15.0,37395,2017-09-02,175,Taizz
3.141,0.17,صعدة,Sa'ada,22.0,2863,2017-09-02,5,Sa'ada
1.168,0.13,شبوة,Shabwah,21.0,743,2017-09-02,1,Shabwah
52.918,0.26,عمران,Amran,29.0,61414,2017-09-01,159,Amran
49.35,0.38,المحويت,Al Mahwit,27.0,36036,2017-09-01,136,Al Mahwit
47.544,0.23,الضالع,Al Dhale'e,30.0,34778,2017-09-01,79,Al Dhale'e
37.815,0.16,أبين,Abyan,12.0,21586,2017-09-01,35,Abyan
27.976,0.59,حجة,Hajjah,17.0,65176,2017-09-01,383,Hajjah
25.787,0.28,ذمار,Dhamar,20.0,51891,2017-09-01,145,Dhamar
23.936,0.15,البيضاء,Al Bayda,14.0,18177,2017-09-01,27,Al Bayda
23.578000000000003,0.1,أمانة العاصمة,Amanat Al Asimah,13.0,66675,2017-09-01,64,Amanat Al Asimah
21.275,0.39,صنعاء,Sana'a,23.0,31281,2017-09-01,122,Sana'a
17.285999999999998,0.37,عدن,Aden,24.0,15955,2017-09-01,59,Aden
17.054000000000002,1.02,ريمة,Raymah,31.0,10348,2017-09-01,106,Raymah
14.78,0.13,لحج,Lahj,25.0,14911,2017-09-01,20,Lahj
14.265999999999998,0.61,إب,Ibb,11.0,42188,2017-09-01,259,Ibb
12.443,0.47,تعز,Taizz,15.0,37309,2017-09-01,175,Taizz
3.074,0.18,صعدة,Sa'ada,22.0,2802,2017-09-01,5,Sa'ada
1.143,0.14,شبوة,Shabwah,21.0,727,2017-09-01,1,Shabwah
52.549,0.26,عمران,Amran,29.0,60986,2017-08-31,159,Amran
49.251999999999995,0.38,المحويت,Al Mahwit,27.0,35964,2017-08-31,136,Al Mahwit
47.321999999999996,0.23,الضالع,Al Dhale'e,30.0,34616,2017-08-31,78,Al Dhale'e
37.363,0.16,أبين,Abyan,12.0,21328,2017-08-31,35,Abyan
27.828000000000003,0.59,حجة,Hajjah,17.0,64832,2017-08-31,383,Hajjah
25.621,0.28,ذمار,Dhamar,20.0,51556,2017-08-31,145,Dhamar
23.795,0.15,البيضاء,Al Bayda,14.0,18070,2017-08-31,27,Al Bayda
23.524,0.1,أمانة العاصمة,Amanat Al Asimah,13.0,66523,2017-08-31,64,Amanat Al Asimah
21.221999999999998,0.39,صنعاء,Sana'a,23.0,31204,2017-08-31,122,Sana'a
17.208,0.37,عدن,Aden,24.0,15883,2017-08-31,59,Aden
16.874000000000002,1.04,ريمة,Raymah,31.0,10239,2017-08-31,106,Raymah
14.602,0.14,لحج,Lahj,25.0,14731,2017-08-31,20,Lahj
14.18,0.61,إب,Ibb,11.0,41932,2017-08-31,257,Ibb
12.412,0.47,تعز,Taizz,15.0,37214,2017-08-31,175,Taizz
3.074,0.18,صعدة,Sa'ada,22.0,2802,2017-08-31,5,Sa'ada
1.143,0.14,شبوة,Shabwah,21.0,727,2017-08-31,1,Shabwah
52.191,0.26,عمران,Amran,29.0,60571,2017-08-30,159,Amran
48.448,0.38,المحويت,Al Mahwit,27.0,35377,2017-08-30,135,Al Mahwit
47.041000000000004,0.23,الضالع,Al Dhale'e,30.0,34410,2017-08-30,78,Al Dhale'e
37.361,0.16,أبين,Abyan,12.0,21327,2017-08-30,35,Abyan
27.697,0.59,حجة,Hajjah,17.0,64526,2017-08-30,383,Hajjah
25.365,0.28,ذمار,Dhamar,20.0,51041,2017-08-30,144,Dhamar
23.669,0.15,البيضاء,Al Bayda,14.0,17974,2017-08-30,27,Al Bayda
23.364,0.1,أمانة العاصمة,Amanat Al Asimah,13.0,66070,2017-08-30,64,Amanat Al Asimah
21.155,0.39,صنعاء,Sana'a,23.0,31105,2017-08-30,122,Sana'a
17.12,0.37,عدن,Aden,24.0,15802,2017-08-30,59,Aden
16.767,1.04,ريمة,Raymah,31.0,10174,2017-08-30,106,Raymah
14.440999999999999,0.14,لحج,Lahj,25.0,14569,2017-08-30,20,Lahj
14.071,0.62,إب,Ibb,11.0,41610,2017-08-30,257,Ibb
12.389000000000001,0.47,تعز,Taizz,15.0,37145,2017-08-30,175,Taizz
3.045,0.18,صعدة,Sa'ada,22.0,2775,2017-08-30,5,Sa'ada
1.112,0.14,شبوة,Shabwah,21.0,707,2017-08-30,1,Shabwah
51.728,0.26,عمران,Amran,29.0,60033,2017-08-29,158,Amran
47.997,0.39,المحويت,Al Mahwit,27.0,35048,2017-08-29,135,Al Mahwit
46.622,0.23,الضالع,Al Dhale'e,30.0,34104,2017-08-29,78,Al Dhale'e
37.076,0.17,أبين,Abyan,12.0,21164,2017-08-29,35,Abyan
27.064,0.61,حجة,Hajjah,17.0,63051,2017-08-29,382,Hajjah
25.094,0.29,ذمار,Dhamar,20.0,50495,2017-08-29,144,Dhamar
23.471999999999998,0.15,البيضاء,Al Bayda,14.0,17824,2017-08-29,27,Al Bayda
23.296,0.1,أمانة العاصمة,Amanat Al Asimah,13.0,65878,2017-08-29,64,Amanat Al Asimah
21.070999999999998,0.39,صنعاء,Sana'a,23.0,30982,2017-08-29,122,Sana'a
17.014,0.38,عدن,Aden,24.0,15704,2017-08-29,59,Aden
16.764,1.04,ريمة,Raymah,31.0,10172,2017-08-29,106,Raymah
14.24,0.14,لحج,Lahj,25.0,14366,2017-08-29,20,Lahj
13.94,0.62,إب,Ibb,11.0,41223,2017-08-29,257,Ibb
12.32,0.47,تعز,Taizz,15.0,36938,2017-08-29,175,Taizz
2.9930000000000003,0.18,صعدة,Sa'ada,22.0,2728,2017-08-29,5,Sa'ada
1.112,0.14,شبوة,Shabwah,21.0,707,2017-08-29,1,Shabwah
51.321000000000005,0.26,عمران,Amran,29.0,59561,2017-08-28,157,Amran
47.607,0.39,المحويت,Al Mahwit,27.0,34763,2017-08-28,135,Al Mahwit
46.22,0.23,الضالع,Al Dhale'e,30.0,33810,2017-08-28,78,Al Dhale'e
36.746,0.17,أبين,Abyan,12.0,20976,2017-08-28,35,Abyan
26.88,0.61,حجة,Hajjah,17.0,62623,2017-08-28,382,Hajjah
24.840999999999998,0.29,ذمار,Dhamar,20.0,49987,2017-08-28,144,Dhamar
23.215,0.15,البيضاء,Al Bayda,14.0,17629,2017-08-28,27,Al Bayda
23.201,0.1,أمانة العاصمة,Amanat Al Asimah,13.0,65609,2017-08-28,64,Amanat Al Asimah
20.991999999999997,0.4,صنعاء,Sana'a,23.0,30865,2017-08-28,122,Sana'a
16.91,0.38,عدن,Aden,24.0,15608,2017-08-28,59,Aden
16.66,1.05,ريمة,Raymah,31.0,10109,2017-08-28,106,Raymah
14.026,0.14,لحج,Lahj,25.0,14150,2017-08-28,20,Lahj
13.807,0.63,إب,Ibb,11.0,40828,2017-08-28,256,Ibb
12.244000000000002,0.48,تعز,Taizz,15.0,36710,2017-08-28,175,Taizz
2.951,0.19,صعدة,Sa'ada,22.0,2690,2017-08-28,5,Sa'ada
1.1079999999999999,0.14,شبوة,Shabwah,21.0,705,2017-08-28,1,Shabwah
50.838,0.27,عمران,Amran,29.0,59000,2017-08-27,157,Amran
47.114,0.39,المحويت,Al Mahwit,27.0,34403,2017-08-27,135,Al Mahwit
45.787,0.23,الضالع,Al Dhale'e,30.0,33493,2017-08-27,78,Al Dhale'e
36.387,0.17,أبين,Abyan,12.0,20771,2017-08-27,35,Abyan
26.647,0.62,حجة,Hajjah,17.0,62081,2017-08-27,382,Hajjah
24.559,0.29,ذمار,Dhamar,20.0,49420,2017-08-27,144,Dhamar
23.127,0.1,أمانة العاصمة,Amanat Al Asimah,13.0,65399,2017-08-27,64,Amanat Al Asimah
22.968000000000004,0.15,البيضاء,Al Bayda,14.0,17442,2017-08-27,27,Al Bayda
20.912,0.4,صنعاء,Sana'a,23.0,30748,2017-08-27,122,Sana'a
16.807000000000002,0.38,عدن,Aden,24.0,15513,2017-08-27,59,Aden
16.543,1.06,ريمة,Raymah,31.0,10038,2017-08-27,106,Raymah
13.729000000000001,0.14,لحج,Lahj,25.0,13851,2017-08-27,20,Lahj
13.687000000000001,0.63,إب,Ibb,11.0,40474,2017-08-27,253,Ibb
12.142999999999999,0.48,تعز,Taizz,15.0,36409,2017-08-27,175,Taizz
2.903,0.19,صعدة,Sa'ada,22.0,2646,2017-08-27,5,Sa'ada
1.0659999999999998,0.15,شبوة,Shabwah,21.0,678,2017-08-27,1,Shabwah
50.383,0.27,عمران,Amran,29.0,58473,2017-08-26,156,Amran
46.898999999999994,0.39,المحويت,Al Mahwit,27.0,34246,2017-08-26,134,Al Mahwit
45.36,0.24,الضالع,Al Dhale'e,30.0,33181,2017-08-26,78,Al Dhale'e
36.0,0.17,أبين,Abyan,12.0,20550,2017-08-26,35,Abyan
26.154,0.63,حجة,Hajjah,17.0,60933,2017-08-26,382,Hajjah
24.241999999999997,0.29,ذمار,Dhamar,20.0,48781,2017-08-26,143,Dhamar
23.025,0.1,أمانة العاصمة,Amanat Al Asimah,13.0,65111,2017-08-26,64,Amanat Al Asimah
22.745,0.16,البيضاء,Al Bayda,14.0,17272,2017-08-26,27,Al Bayda
20.840999999999998,0.4,صنعاء,Sana'a,23.0,30644,2017-08-26,122,Sana'a
16.51,0.39,عدن,Aden,24.0,15239,2017-08-26,59,Aden
16.41,1.06,ريمة,Raymah,31.0,9957,2017-08-26,106,Raymah
13.564,0.63,إب,Ibb,11.0,40111,2017-08-26,253,Ibb
13.298,0.14,لحج,Lahj,25.0,13416,2017-08-26,19,Lahj
12.017000000000001,0.49,تعز,Taizz,15.0,36031,2017-08-26,175,Taizz
2.85,0.19,صعدة,Sa'ada,22.0,2598,2017-08-26,5,Sa'ada
1.03,0.15,شبوة,Shabwah,21.0,655,2017-08-26,1,Shabwah
44.568999999999996,0.39,المحويت,Al Mahwit,27.0,33905,2017-08-24,133,Al Mahwit
43.38399999999999,0.24,الضالع,Al Dhale'e,30.0,32684,2017-08-24,78,Al Dhale'e
37.484,0.27,عمران,Amran,29.0,57345,2017-08-24,156,Amran
32.67,0.18,أبين,Abyan,12.0,19971,2017-08-24,35,Abyan
