Date,Governorate,Cases,Deaths,CFR (%),Attack Rate (per 1000),COD Gov English,COD Gov Arabic,COD Gov Pcode
2017-08-31,Raymah,10239,106,1.04,16.874,Raymah,ريمة,31
2017-08-31,Lahj,14731,20,0.14,14.602,Lahj,لحج,25
2017-08-31,Ibb,41932,257,0.61,14.180,Ibb,إب,11
2017-08-31,Al Jawf,7713,18,0.23,13.331,Al Jawf,الجوف,16
2017-08-31,Taizz,37214,175,0.47,12.412,Taizz,تعز,15
2017-08-31,Marib,3620,7,0.19,10.096,Marib,مأرب,26
2017-08-31,Al Maharah,1119,1,0.09,7.299,Al Maharah,المهرة,28
2017-08-31,Sa'ada,2802,5,0.18,3.074,Sa'ada,صعدة,22
2017-08-31,Shabwah,727,1,0.14,1.143,Shabwah,شبوة,21
2017-08-31,Moklla,211,1,0.47,0.272,#N/A,#N/A,#N/A
2017-08-31,Say'on,10,0,0.00,0.015,#N/A,#N/A,#N/A
2017-08-30,Amran,60571,159,0.26,52.191,Amran,عمران,29
2017-08-30,Al Mahwit,35377,135,0.38,48.448,Al Mahwit,المحويت,27
2017-08-30,Al Dhale'e,34410,78,0.23,47.041,Al Dhale'e,الضالع,30
2017-08-30,Abyan,21327,35,0.16,37.361,Abyan,أبين,12
2017-08-30,Hajjah,64526,383,0.59,27.697,Hajjah,حجة,17
2017-08-30,Dhamar,51041,144,0.28,25.365,Dhamar,ذمار,20
2017-08-30,Al Bayda,17974,27,0.15,23.669,Al Bayda,البيضاء,14
2017-08-30,Amanat Al Asimah,66070,64,0.10,23.364,Amanat Al Asimah,أمانة العاصمة,13
2017-08-30,Al Hudaydah,73267,238,0.32,22.626,Al Hudaydah,الحديدة,18
2017-08-30,Sana'a,31105,122,0.39,21.155,Sana'a,صنعاء,23
2017-08-30,Aden,15802,59,0.37,17.120,Aden,عدن,24
2017-08-30,Raymah,10174,106,1.04,16.767,Raymah,ريمة,31
2017-08-30,Lahj,14569,20,0.14,14.441,Lahj,لحج,25
2017-08-30,Ibb,41610,257,0.62,14.071,Ibb,إب,11
2017-08-30,Al Jawf,7712,18,0.23,13.329,Al Jawf,الجوف,16
2017-08-30,Taizz,37145,175,0.47,12.389,Taizz,تعز,15
2017-08-30,Marib,3620,7,0.19,10.096,Marib,مأرب,26
2017-08-30,Al Maharah,1109,1,0.09,7.234,Al Maharah,المهرة,28
2017-08-30,Sa'ada,2775,5,0.18,3.045,Sa'ada,صعدة,22
2017-08-30,Shabwah,707,1,0.14,1.112,Shabwah,شبوة,21
2017-08-30,Moklla,199,1,0.50,0.257,#N/A,#N/A,#N/A
2017-08-30,Say'on,10,0,0.00,0.015,#N/A,#N/A,#N/A
2017-08-29,Amran,60033,158,0.26,51.728,Amran,عمران,29
2017-08-29,Al Mahwit,35048,135,0.39,47.997,Al Mahwit,المحويت,27
2017-08-29,Al Dhale'e,34104,78,0.23,46.622,Al Dhale'e,الضالع,30
2017-08-29,Abyan,21164,35,0.17,37.076,Abyan,أبين,12
2017-08-29,Hajjah,63051,382,0.61,27.064,Hajjah,حجة,17
2017-08-29,Dhamar,50495,144,0.29,25.094,Dhamar,ذمار,20
2017-08-29,Al Bayda,17824,27,0.15,23.472,Al Bayda,البيضاء,14
2017-08-29,Amanat Al Asimah,65878,64,0.10,23.296,Amanat Al Asimah,أمانة العاصمة,13
2017-08-29,Al Hudaydah,72565,238,0.33,22.409,Al Hudaydah,الحديدة,18
2017-08-29,Sana'a,30982,122,0.39,21.071,Sana'a,صنعاء,23
2017-08-29,Aden,15704,59,0.38,17.014,Aden,عدن,24
2017-08-29,Raymah,10172,106,1.04,16.764,Raymah,ريمة,31
2017-08-29,Lahj,14366,20,0.14,14.240,Lahj,لحج,25
2017-08-29,Ibb,41223,257,0.62,13.940,Ibb,إب,11
2017-08-29,Al Jawf,7610,18,0.24,13.153,Al Jawf,الجوف,16
2017-08-29,Taizz,36938,175,0.47,12.320,Taizz,تعز,15
2017-08-29,Marib,3620,7,0.19,10.096,Marib,مأرب,26
2017-08-29,Al Maharah,1109,1,0.09,7.234,Al Maharah,المهرة,28
2017-08-29,Sa'ada,2728,5,0.18,2.993,Sa'ada,صعدة,22
2017-08-29,Shabwah,707,1,0.14,1.112,Shabwah,شبوة,21
2017-08-29,Moklla,196,1,0.51,0.253,#N/A,#N/A,#N/A
2017-08-29,Say'on,10,0,0.00,0.015,#N/A,#N/A,#N/A
2017-08-28,Amran,59561,157,0.26,51.321,Amran,عمران,29
2017-08-28,Al Mahwit,34763,135,0.39,47.607,Al Mahwit,المحويت,27
2017-08-28,Al Dhale'e,33810,78,0.23,46.220,Al Dhale'e,الضالع,30
2017-08-28,Abyan,20976,35,0.17,36.746,Abyan,أبين,12
2017-08-28,Hajjah,62623,382,0.61,26.880,Hajjah,حجة,17
2017-08-28,Dhamar,49987,144,0.29,24.841,Dhamar,ذمار,20
2017-08-28,Al Bayda,17629,27,0.15,23.215,Al Bayda,البيضاء,14
2017-08-28,Amanat Al Asimah,65609,64,0.10,23.201,Amanat Al Asimah,أمانة العاصمة,13
2017-08-28,Al Hudaydah,71836,238,0.33,22.184,Al Hudaydah,الحديدة,18
2017-08-28,Sana'a,30865,122,0.40,20.992,Sana'a,صنعاء,23
2017-08-28,Aden,15608,59,0.38,16.910,Aden,عدن,24
2017-08-28,Raymah,10109,106,1.05,16.660,Raymah,ريمة,31
2017-08-28,Lahj,14150,20,0.14,14.026,Lahj,لحج,25
2017-08-28,Ibb,40828,256,0.63,13.807,Ibb,إب,11
2017-08-28,Al Jawf,7485,18,0.24,12.937,Al Jawf,الجوف,16
2017-08-28,Taizz,36710,175,0.48,12.244,Taizz,تعز,15
2017-08-28,Marib,3579,4,0.11,9.982,Marib,مأرب,26
2017-08-28,Al Maharah,1104,1,0.09,7.201,Al Maharah,المهرة,28
2017-08-28,Sa'ada,2690,5,0.19,2.951,Sa'ada,صعدة,22
2017-08-28,Shabwah,705,1,0.14,1.108,Shabwah,شبوة,21
2017-08-28,Moklla,190,1,0.53,0.245,#N/A,#N/A,#N/A
2017-08-28,Say'on,10,0,0.00,0.015,#N/A,#N/A,#N/A
2017-08-27,Amran,59000,157,0.27,50.838,Amran,عمران,29
2017-08-27,Al Mahwit,34403,135,0.39,47.114,Al Mahwit,المحويت,27
2017-08-27,Al Dhale'e,33493,78,0.23,45.787,Al Dhale'e,الضالع,30
2017-08-27,Abyan,20771,35,0.17,36.387,Abyan,أبين,12
2017-08-27,Hajjah,62081,382,0.62,26.647,Hajjah,حجة,17
2017-08-27,Dhamar,49420,144,0.29,24.559,Dhamar,ذمار,20
2017-08-27,Amanat Al Asimah,65399,64,0.10,23.127,Amanat Al Asimah,أمانة العاصمة,13
2017-08-27,Al Bayda,17442,27,0.15,22.968,Al Bayda,البيضاء,14
2017-08-27,Al Hudaydah,70897,238,0.34,21.894,Al Hudaydah,الحديدة,18
2017-08-27,Sana'a,30748,122,0.40,20.912,Sana'a,صنعاء,23
2017-08-27,Aden,15513,59,0.38,16.807,Aden,عدن,24
2017-08-27,Raymah,10038,106,1.06,16.543,Raymah,ريمة,31
2017-08-27,Lahj,13851,20,0.14,13.729,Lahj,لحج,25
2017-08-27,Ibb,40474,253,0.63,13.687,Ibb,إب,11
2017-08-27,Al Jawf,7368,18,0.24,12.735,Al Jawf,الجوف,16
2017-08-27,Taizz,36409,175,0.48,12.143,Taizz,تعز,15
2017-08-27,Marib,3337,4,0.12,9.307,Marib,مأرب,26
2017-08-27,Al Maharah,1091,1,0.09,7.116,Al Maharah,المهرة,28
2017-08-27,Sa'ada,2646,5,0.19,2.903,Sa'ada,صعدة,22
2017-08-27,Shabwah,678,1,0.15,1.066,Shabwah,شبوة,21
2017-08-27,Moklla,180,1,0.56,0.232,#N/A,#N/A,#N/A
2017-08-27,Say'on,10,0,0.00,0.015,#N/A,#N/A,#N/A
2017-08-26,Amran,58473,156,0.27,50.383,Amran,عمران,29
2017-08-26,Al Mahwit,34246,134,0.39,46.899,Al Mahwit,المحويت,27
2017-08-26,Al Dhale'e,33181,78,0.24,45.360,Al Dhale'e,الضالع,30
2017-08-26,Abyan,20550,35,0.17,36.000,Abyan,أبين,12
2017-08-26,Hajjah,60933,382,0.63,26.154,Hajjah,حجة,17
2017-08-26,Dhamar,48781,143,0.29,24.242,Dhamar,ذمار,20
2017-08-26,Amanat Al Asimah,65111,64,0.10,23.025,Amanat Al Asimah,أمانة العاصمة,13
2017-08-26,Al Bayda,17272,27,0.16,22.745,Al Bayda,البيضاء,14
2017-08-26,Al Hudaydah,70028,237,0.34,21.626,Al Hudaydah,الحديدة,18
2017-08-26,Sana'a,30644,122,0.40,20.841,Sana'a,صنعاء,23
2017-08-26,Aden,15239,59,0.39,16.510,Aden,عدن,24
2017-08-26,Raymah,9957,106,1.06,16.410,Raymah,ريمة,31
2017-08-26,Ibb,40111,253,0.63,13.564,Ibb,إب,11
2017-08-26,Lahj,13416,19,0.14,13.298,Lahj,لحج,25
2017-08-26,Al Jawf,7207,18,0.25,12.456,Al Jawf,الجوف,16
2017-08-26,Taizz,36031,175,0.49,12.017,Taizz,تعز,15
2017-08-26,Marib,3336,4,0.12,9.304,Marib,مأرب,26
2017-08-26,Al Maharah,1081,1,0.09,7.051,Al Maharah,المهرة,28
2017-08-26,Sa'ada,2598,5,0.19,2.850,Sa'ada,صعدة,22
2017-08-26,Shabwah,655,1,0.15,1.030,Shabwah,شبوة,21
2017-08-26,Moklla,172,1,0.58,0.222,#N/A,#N/A,#N/A
2017-08-26,Say'on,10,0,0.00,0.015,#N/A,#N/A,#N/A
2017-08-24,Al Mahwit,33905,133,0.39,44.569,Al Mahwit,المحويت,27
2017-08-24,Al Dhale'e,32684,78,0.24,43.384,Al Dhale'e,الضالع,30
2017-08-24,Amran,57345,156,0.27,37.484,Amran,عمران,29
2017-08-24,Abyan,19971,35,0.18,32.670,Abyan,أبين,12
2017-08-24,Sana'a,30455,122,0.40,24.348,Sana'a,صنعاء,23
2017-08-24,Hajjah,60025,382,0.64,24.256,Hajjah,حجة,17
2017-08-24,Dhamar,47544,142,0.30,22.416,Dhamar,ذمار,20
2017-08-24,Al Bayda,17006,27,0.16,22.081,Al Bayda,البيضاء,14
2017-08-24,Al Hudaydah,68472,237,0.35,20.467,Al Hudaydah,الحديدة,18
2017-08-24,Amanat Al Asimah,64786,64,0.10,19.582,Amanat Al Asimah,أمانة العاصمة,13
2017-08-24,Aden,15130,59,0.39,15.815,Aden,عدن,24
2017-08-24,Raymah,9810,106,1.08,15.479,Raymah,ريمة,31
2017-08-24,Ibb,39337,253,0.64,12.833,Ibb,إب,11
2017-08-24,Lahj,13148,19,0.14,12.492,Lahj,لحج,25
2017-08-24,Taizz,35483,175,0.49,11.598,Taizz,تعز,15
2017-08-24,Al Jawf,6975,18,0.26,10.751,Al Jawf,الجوف,16
2017-08-24,Marib,3336,4,0.12,9.277,Marib,مأرب,26
2017-08-24,Al Maharah,1066,1,0.09,6.565,Al Maharah,المهرة,28
2017-08-24,Sa'ada,2508,5,0.20,2.817,Sa'ada,صعدة,22
2017-08-24,Shabwah,647,1,0.15,1.000,Shabwah,شبوة,21
2017-08-24,Moklla,170,1,0.59,0.213,#N/A,#N/A,#N/A
2017-08-24,Say'on,10,0,0.00,0.015,#N/A,#N/A,#N/A
2017-08-23,Al Mahwit,33531,133,0.40,44.078,Al Mahwit,المحويت,27
2017-08-23,Al Dhale'e,32387,78,0.24,42.990,Al Dhale'e,الضالع,30
2017-08-23,Amran,57054,155,0.27,37.294,Amran,عمران,29
2017-08-23,Abyan,19733,35,0.18,32.280,Abyan,أبين,12
2017-08-23,Sana'a,30321,122,0.40,24.241,Sana'a,صنعاء,23
2017-08-23,Hajjah,59744,382,0.64,24.142,Hajjah,حجة,17
2017-08-23,Dhamar,46844,142,0.30,22.086,Dhamar,ذمار,20
2017-08-23,Al Bayda,16777,27,0.16,21.784,Al Bayda,البيضاء,14
2017-08-23,Al Hudaydah,67362,237,0.35,20.135,Al Hudaydah,الحديدة,18
2017-08-23,Amanat Al Asimah,64174,64,0.10,19.397,Amanat Al Asimah,أمانة العاصمة,13
2017-08-23,Aden,15020,59,0.39,15.700,Aden,عدن,24
2017-08-23,Raymah,9738,105,1.08,15.365,Raymah,ريمة,31
2017-08-23,Ibb,38875,253,0.65,12.683,Ibb,إب,11
2017-08-23,Lahj,12897,19,0.15,12.253,Lahj,لحج,25
2017-08-23,Taizz,35255,175,0.50,11.523,Taizz,تعز,15
2017-08-23,Al Jawf,6818,18,0.26,10.509,Al Jawf,الجوف,16
2017-08-23,Marib,3336,4,0.12,9.277,Marib,مأرب,26
2017-08-23,Al Maharah,1056,1,0.09,6.503,Al Maharah,المهرة,28
2017-08-23,Sa'ada,2461,5,0.20,2.764,Sa'ada,صعدة,22
2017-08-23,Shabwah,647,1,0.15,1.000,Shabwah,شبوة,21
2017-08-23,Moklla,157,1,0.64,0.196,#N/A,#N/A,#N/A
2017-08-23,Say'on,10,0,0.00,0.015,#N/A,#N/A,#N/A
2017-08-22,Abyan,19535,35,0.18,31.956,Abyan,أبين,12
2017-08-22,Aden,14905,59,0.40,15.580,Aden,عدن,24
2017-08-22,Al Bayda,16553,27,0.16,21.493,Al Bayda,البيضاء,14
2017-08-22,Al Dhale'e,32071,78,0.24,42.571,Al Dhale'e,الضالع,30
2017-08-22,Al Hudaydah,66536,237,0.36,19.888,Al Hudaydah,الحديدة,18
2017-08-22,Al Jawf,6718,18,0.27,10.355,Al Jawf,الجوف,16
2017-08-22,Al Maharah,1048,1,0.10,6.454,Al Maharah,المهرة,28
2017-08-22,Al Mahwit,32884,132,0.40,43.227,Al Mahwit,المحويت,27
2017-08-22,Amanat Al Asimah,63840,64,0.10,19.296,Amanat Al Asimah,أمانة العاصمة,13
2017-08-22,Amran,56510,155,0.27,36.939,Amran,عمران,29
2017-08-22,Dhamar,46344,142,0.31,21.850,Dhamar,ذمار,20
2017-08-22,Hajjah,58939,381,0.65,23.817,Hajjah,حجة,17
2017-08-22,Ibb,38598,253,0.66,12.592,Ibb,إب,11
2017-08-22,Lahj,12640,18,0.14,12.009,Lahj,لحج,25
2017-08-22,Marib,3336,4,0.12,9.277,Marib,مأرب,26
2017-08-22,Moklla,157,1,0.64,0.196,#N/A,#N/A,#N/A
2017-08-22,Raymah,9652,105,1.09,15.230,Raymah,ريمة,31
2017-08-22,Sa'ada,2359,5,0.21,2.650,Sa'ada,صعدة,22
2017-08-22,Sana'a,30187,122,0.40,24.134,Sana'a,صنعاء,23
2017-08-22,Say'on,10,0,0.00,0.015,#N/A,#N/A,#N/A
2017-08-22,Shabwah,647,1,0.15,1.000,Shabwah,شبوة,21
2017-08-22,Taizz,35030,175,0.50,11.450,Taizz,تعز,15
2017-08-21,Abyan,19103,34,0.18,31.250,Abyan,أبين,12
2017-08-21,Aden,14779,56,0.38,15.448,Aden,عدن,24
2017-08-21,Al Bayda,16351,26,0.16,21.231,Al Bayda,البيضاء,14
2017-08-21,Al Dhale'e,31725,77,0.24,42.111,Al Dhale'e,الضالع,30
2017-08-21,Al Hudaydah,65568,237,0.36,19.599,Al Hudaydah,الحديدة,18
2017-08-21,Al Jawf,6596,18,0.27,10.167,Al Jawf,الجوف,16
2017-08-21,Al Maharah,1028,1,0.10,6.331,Al Maharah,المهرة,28
2017-08-21,Al Mahwit,32883,132,0.40,43.226,Al Mahwit,المحويت,27
2017-08-21,Amanat Al Asimah,63480,63,0.10,19.187,Amanat Al Asimah,أمانة العاصمة,13
2017-08-21,Amran,55996,154,0.28,36.603,Amran,عمران,29
2017-08-21,Dhamar,45704,142,0.31,21.548,Dhamar,ذمار,20
2017-08-21,Hajjah,58490,381,0.65,23.636,Hajjah,حجة,17
2017-08-21,Ibb,38012,252,0.66,12.401,Ibb,إب,11
2017-08-21,Lahj,12150,17,0.14,11.543,Lahj,لحج,25
2017-08-21,Marib,3281,4,0.12,9.124,Marib,مأرب,26
2017-08-21,Moklla,145,1,0.69,0.181,#N/A,#N/A,#N/A
2017-08-21,Raymah,9581,105,1.10,15.118,Raymah,ريمة,31
2017-08-21,Sa'ada,2359,5,0.21,2.650,Sa'ada,صعدة,22
2017-08-21,Sana'a,30086,122,0.41,24.053,Sana'a,صنعاء,23
2017-08-21,Say'on,10,0,0.00,0.015,#N/A,#N/A,#N/A
2017-08-21,Shabwah,646,1,0.15,0.999,Shabwah,شبوة,21
2017-08-21,Taizz,34850,175,0.50,11.391,Taizz,تعز,15
2017-08-20,Abyan,19102,34,0.18,31.248,Abyan,أبين,12
2017-08-20,Aden,14666,53,0.36,15.330,Aden,عدن,24
2017-08-20,Al Bayda,16173,26,0.16,21.000,Al Bayda,البيضاء,14
2017-08-20,Al Dhale'e,31368,77,0.25,41.637,Al Dhale'e,الضالع,30
2017-08-20,Al Hudaydah,64624,237,0.37,19.316,Al Hudaydah,الحديدة,18
2017-08-20,Al Jawf,6439,18,0.28,9.925,Al Jawf,الجوف,16
2017-08-20,Al Maharah,1021,1,0.10,6.288,Al Maharah,المهرة,28
2017-08-20,Al Mahwit,32674,132,0.40,42.951,Al Mahwit,المحويت,27
2017-08-20,Amanat Al Asimah,62977,63,0.10,19.035,Amanat Al Asimah,أمانة العاصمة,13
2017-08-20,Amran,55473,154,0.28,36.261,Amran,عمران,29
2017-08-20,Dhamar,45035,142,0.32,21.233,Dhamar,ذمار,20
2017-08-20,Hajjah,57770,381,0.66,23.345,Hajjah,حجة,17
2017-08-20,Ibb,37813,252,0.67,12.336,Ibb,إب,11
2017-08-20,Lahj,11689,17,0.15,11.105,Lahj,لحج,25
2017-08-20,Marib,3201,4,0.12,8.902,Marib,مأرب,26
2017-08-20,Moklla,145,1,0.69,0.181,#N/A,#N/A,#N/A
2017-08-20,Raymah,9492,105,1.11,14.977,Raymah,ريمة,31
2017-08-20,Sa'ada,2313,5,0.22,2.598,Sa'ada,صعدة,22
2017-08-20,Sana'a,29992,122,0.41,23.978,Sana'a,صنعاء,23
2017-08-20,Say'on,10,0,0.00,0.015,#N/A,#N/A,#N/A
2017-08-20,Shabwah,617,1,0.16,0.954,Shabwah,شبوة,21
2017-08-20,Taizz,34728,175,0.50,11.351,Taizz,تعز,15
2017-08-19,Abyan,18865,34,0.18,30.860,Abyan,أبين,12
2017-08-19,Aden,14555,53,0.36,15.214,Aden,عدن,24
2017-08-19,Al Bayda,16011,26,0.16,20.789,Al Bayda,البيضاء,14
2017-08-19,Al Dhale'e,31038,77,0.25,41.199,Al Dhale'e,الضالع,30
2017-08-19,Al Hudaydah,63681,237,0.37,19.034,Al Hudaydah,الحديدة,18
2017-08-19,Al Jawf,6345,18,0.28,9.780,Al Jawf,الجوف,16
2017-08-19,Al Maharah,1021,1,0.10,6.288,Al Maharah,المهرة,28
2017-08-19,Al Mahwit,32357,132,0.41,42.534,Al Mahwit,المحويت,27
2017-08-19,Amanat Al Asimah,62557,62,0.10,18.908,Amanat Al Asimah,أمانة العاصمة,13
2017-08-19,Amran,54878,154,0.28,35.872,Amran,عمران,29
2017-08-19,Dhamar,44410,141,0.32,20.938,Dhamar,ذمار,20
2017-08-19,Hajjah,57382,381,0.66,23.188,Hajjah,حجة,17
2017-08-19,Ibb,37510,252,0.67,12.237,Ibb,إب,11
2017-08-19,Lahj,11688,17,0.15,11.105,Lahj,لحج,25
2017-08-19,Marib,3159,4,0.13,8.785,Marib,مأرب,26
2017-08-19,Moklla,145,1,0.69,0.181,#N/A,#N/A,#N/A
2017-08-19,Raymah,9386,105,1.12,14.810,Raymah,ريمة,31
2017-08-19,Sa'ada,2210,5,0.23,2.482,Sa'ada,صعدة,22
2017-08-19,Sana'a,29868,122,0.41,23.879,Sana'a,صنعاء,23
2017-08-19,Say'on,10,0,0.00,0.015,#N/A,#N/A,#N/A
2017-08-19,Shabwah,616,1,0.16,0.953,Shabwah,شبوة,21
2017-08-19,Taizz,34616,175,0.51,11.315,Taizz,تعز,15
2017-08-18,Abyan,18634,34,0.18,30.482,Abyan,أبين,12
2017-08-18,Aden,14479,52,0.36,15.135,Aden,عدن,24
2017-08-18,Al Bayda,15832,26,0.16,20.557,Al Bayda,البيضاء,14
2017-08-18,Al Dhale'e,30783,77,0.25,40.861,Al Dhale'e,الضالع,30
2017-08-18,Al Hudaydah,62873,237,0.38,18.793,Al Hudaydah,الحديدة,18
2017-08-18,Al Jawf,6183,18,0.29,9.531,Al Jawf,الجوف,16
2017-08-18,Al Maharah,995,1,0.10,6.127,Al Maharah,المهرة,28
2017-08-18,Al Mahwit,32054,132,0.41,42.136,Al Mahwit,المحويت,27
2017-08-18,Amanat Al Asimah,62367,62,0.10,18.851,Amanat Al Asimah,أمانة العاصمة,13
2017-08-18,Amran,54380,154,0.28,35.546,Amran,عمران,29
2017-08-18,Dhamar,43714,141,0.32,20.610,Dhamar,ذمار,20
2017-08-18,Hajjah,56652,381,0.67,22.893,Hajjah,حجة,17
2017-08-18,Ibb,37347,252,0.67,12.184,Ibb,إب,11
2017-08-18,Lahj,11686,17,0.15,11.103,Lahj,لحج,25
2017-08-18,Marib,3128,4,0.13,8.699,Marib,مأرب,26
2017-08-18,Moklla,133,1,0.75,0.166,#N/A,#N/A,#N/A
2017-08-18,Raymah,9278,105,1.13,14.640,Raymah,ريمة,31
2017-08-18,Sa'ada,2210,5,0.23,2.482,Sa'ada,صعدة,22
2017-08-18,Sana'a,29699,122,0.41,23.744,Sana'a,صنعاء,23
2017-08-18,Say'on,10,0,0.00,0.015,#N/A,#N/A,#N/A
2017-08-18,Shabwah,614,1,0.16,0.949,Shabwah,شبوة,21
2017-08-18,Taizz,34417,175,0.51,11.250,Taizz,تعز,15
2017-08-17,Abyan,18469,34,0.18,30.213,Abyan,أبين,12
2017-08-17,Aden,14414,52,0.36,15.067,Aden,عدن,24
2017-08-17,Al Bayda,15744,26,0.17,20.443,Al Bayda,البيضاء,14
2017-08-17,Al Dhale'e,29755,77,0.26,39.496,Al Dhale'e,الضالع,30
2017-08-17,Al Hudaydah,62190,235,0.38,18.589,Al Hudaydah,الحديدة,18
2017-08-17,Al Jawf,6091,18,0.30,9.389,Al Jawf,الجوف,16
2017-08-17,Al Maharah,995,1,0.10,6.127,Al Maharah,المهرة,28
2017-08-17,Al Mahwit,31739,131,0.41,41.722,Al Mahwit,المحويت,27
2017-08-17,Amanat Al Asimah,62193,62,0.10,18.798,Amanat Al Asimah,أمانة العاصمة,13
2017-08-17,Amran,53940,154,0.29,35.259,Amran,عمران,29
2017-08-17,Dhamar,43177,140,0.32,20.357,Dhamar,ذمار,20
2017-08-17,Hajjah,55866,380,0.68,22.575,Hajjah,حجة,17
2017-08-17,Ibb,37237,252,0.68,12.148,Ibb,إب,11
2017-08-17,Lahj,11457,17,0.15,10.885,Lahj,لحج,25
2017-08-17,Marib,3098,4,0.13,8.615,Marib,مأرب,26
2017-08-17,Moklla,133,1,0.75,0.166,#N/A,#N/A,#N/A
2017-08-17,Raymah,9201,104,1.13,14.518,Raymah,ريمة,31
2017-08-17,Sa'ada,2164,5,0.23,2.431,Sa'ada,صعدة,22
2017-08-17,Sana'a,29688,122,0.41,23.735,Sana'a,صنعاء,23
2017-08-17,Say'on,10,0,0.00,0.015,#N/A,#N/A,#N/A
2017-08-17,Shabwah,584,1,0.17,0.903,Shabwah,شبوة,21
2017-08-17,Taizz,34215,175,0.51,11.184,Taizz,تعز,15
2017-08-16,Abyan,18257,34,0.19,29.866,Abyan,أبين,12
2017-08-16,Aden,14330,52,0.36,14.979,Aden,عدن,24
2017-08-16,Al Bayda,15644,26,0.17,20.313,Al Bayda,البيضاء,14
2017-08-16,Al Dhale'e,29755,77,0.26,39.496,Al Dhale'e,الضالع,30
2017-08-16,Al Hudaydah,61550,235,0.38,18.398,Al Hudaydah,الحديدة,18
2017-08-16,Al Jawf,5980,18,0.30,9.218,Al Jawf,الجوف,16
2017-08-16,Al Maharah,975,1,0.10,6.004,Al Maharah,المهرة,28
2017-08-16,Al Mahwit,31447,131,0.42,41.338,Al Mahwit,المحويت,27
2017-08-16,Amanat Al Asimah,61771,62,0.10,18.671,Amanat Al Asimah,أمانة العاصمة,13
2017-08-16,Amran,53430,153,0.29,34.925,Amran,عمران,29
2017-08-16,Dhamar,43170,140,0.32,20.353,Dhamar,ذمار,20
2017-08-16,Hajjah,55131,378,0.69,22.278,Hajjah,حجة,17
2017-08-16,Ibb,37054,251,0.68,12.088,Ibb,إب,11
2017-08-16,Lahj,11230,17,0.15,10.669,Lahj,لحج,25
2017-08-16,Marib,3049,4,0.13,8.479,Marib,مأرب,26
2017-08-16,Moklla,133,1,0.75,0.166,#N/A,#N/A,#N/A
2017-08-16,Raymah,9062,104,1.15,14.299,Raymah,ريمة,31
2017-08-16,Sa'ada,2111,5,0.24,2.371,Sa'ada,صعدة,22
2017-08-16,Sana'a,29474,122,0.41,23.564,Sana'a,صنعاء,23
2017-08-16,Say'on,10,0,0.00,0.015,#N/A,#N/A,#N/A
2017-08-16,Shabwah,584,1,0.17,0.903,Shabwah,شبوة,21
2017-08-16,Taizz,33908,175,0.52,11.083,Taizz,تعز,15
2017-08-15,Abyan,18055,33,0.18,29.535,Abyan,أبين,12
2017-08-15,Aden,14234,52,0.37,14.879,Aden,عدن,24
2017-08-15,Al Bayda,15289,26,0.17,19.852,Al Bayda,البيضاء,14
2017-08-15,Al Dhale'e,29755,77,0.26,39.496,Al Dhale'e,الضالع,30
2017-08-15,Al Hudaydah,61046,235,0.38,18.247,Al Hudaydah,الحديدة,18
2017-08-15,Al Jawf,5850,18,0.31,9.017,Al Jawf,الجوف,16
2017-08-15,Al Maharah,964,1,0.10,5.937,Al Maharah,المهرة,28
2017-08-15,Al Mahwit,31178,131,0.42,40.985,Al Mahwit,المحويت,27
2017-08-15,Amanat Al Asimah,61384,62,0.10,18.554,Amanat Al Asimah,أمانة العاصمة,13
2017-08-15,Amran,52904,153,0.29,34.582,Amran,عمران,29
2017-08-15,Dhamar,42639,140,0.33,20.103,Dhamar,ذمار,20
2017-08-15,Hajjah,54488,378,0.69,22.018,Hajjah,حجة,17
2017-08-15,Ibb,36864,250,0.68,12.027,Ibb,إب,11
2017-08-15,Lahj,10982,17,0.15,10.434,Lahj,لحج,25
2017-08-15,Marib,3021,4,0.13,8.401,Marib,مأرب,26
2017-08-15,Moklla,127,1,0.79,0.159,#N/A,#N/A,#N/A
2017-08-15,Raymah,8967,103,1.15,14.149,Raymah,ريمة,31
2017-08-15,Sa'ada,2024,5,0.25,2.273,Sa'ada,صعدة,22
2017-08-15,Sana'a,29349,122,0.42,23.464,Sana'a,صنعاء,23
2017-08-15,Say'on,10,0,0.00,0.015,#N/A,#N/A,#N/A
2017-08-15,Shabwah,583,1,0.17,0.902,Shabwah,شبوة,21
2017-08-15,Taizz,33707,175,0.52,11.017,Taizz,تعز,15
2017-08-13,Abyan,"17,575",33,0.20,28.750,Abyan,أبين,12
2017-08-13,Aden,"14,040",52,0.40,14.680,Aden,عدن,24
2017-08-13,Al Bayda,"15,141",26,0.20,19.660,Al Bayda,البيضاء,14
2017-08-13,Al Dhale'e,"29,063",77,0.30,38.580,Al Dhale'e,الضالع,30
2017-08-13,Al Hudaydah,"60,145",235,0.40,17.980,Al Hudaydah,الحديدة,18
2017-08-13,Al Jawf,"5,606",18,0.30,8.640,Al Jawf,الجوف,16
2017-08-13,Al Maharah,943,1,0.10,5.810,Al Maharah,المهرة,28
2017-08-13,Al Mahwit,"30,888",131,0.40,40.600,Al Mahwit,المحويت,27
2017-08-13,Amanat Al Asimah,60100,61,0.10,18.170,Amanat Al Asimah,أمانة العاصمة,13
2017-08-13,Amran,"51,827",153,0.30,33.880,Amran,عمران,29
2017-08-13,Dhamar,"41,415",140,0.30,19.530,Dhamar,ذمار,20
